uid,title,description,long_description,begin,end,location_name,location_city,location_address,origin_agenda
61770736,"""Au chevalet, à la plume et aux fourneaux : les femmes agissantes du VIème""",Le VIème arrondissement de Lyon véhicule une image de quartier d'oisifs nantis où les femmes auraient été encore plus qu'ailleurs astreintes à un rôle passif les éloignant de toutes fonctions Mais de…,"Le VIème arrondissement de Lyon véhicule une image de quartier d'oisifs nantis où les femmes auraient été encore plus qu'ailleurs astreintes à un rôle passif les éloignant de toutes fonctions professionnelles. Mais lors de ce parcours commenté, des dames du VIème nous révéleront que leur quotidien fut tout autre. Nous découvrirons au fil des rues une sculptrice dont les œuvres sont aujourd'hui toujours visibles à l'entrée d'un bâtiment bien connu des lyonnais, la première directrice d'un lycée français, la dirigeante d'une entreprise qui a toujours pignon sur rue, une parachutiste professionnelle, des Mères lyonnaises et bien d'autres femmes remarquables parce que agissantes.  
**Départ du parcours à 14h place du Maréchal Lyautey face au Café du Pond**  
_Ce parcours s'adresse en particulier aux collégiens et aux lycéens à partir de 13 ans mais les adultes peuvent aussi participer._  
_La réservation est possible car elle garantit votre participation mais elle n'est pas obligatoire._",2026-09-18 14:00:00+02:00,2026-09-18 16:00:00+02:00,Place du Maréchal Lyautey  Lyon VIème,Lyon,Place du Maréchal Lyautey 69006 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
25911544,"Balade guidée : 1 heure, 1000 ans, moins de 500 mètres dans le Vieux-Lyon !",Faites une balade guidée d'une heure dans le Vieux-Lyon en parcourant 1000 ans... en moins de 500 mètres !,"**Faites une balade guidée d'une heure dans le Vieux-Lyon en parcourant 1000 ans... en moins de 500 mètres !**  
Venez rencontrer les Amoureux du Vieux-Lyon Annie et Régis NEYRET, deux grands architectes Girard DESARGUES et Jacques-Germain SOUFFLOT, et découvrez deux cours privées dont une « conventionnée », mais aussi une trompe, un des plus vieux plafonds peints de France (fin du XIIIème siècle), des actes notariés du XVIème siècle, un temple qui n'en était pas un, une rue qui n'en était pas une... et enfin une mairie qui n'avait rien d'annexe !  
Visite guidée par Frédéric AURIA, adjoint au patrimoine du 5ème arrondissement et guide-conférencier.  
**Non-accessible aux personnes à mobilité réduite (escaliers, station debout)**  
Fin de la visite : Mairie annexe du 5ème arrondissement, 5 place du Petit Collège LYON 5",2026-09-18 14:30:00+02:00,2026-09-18 15:30:00+02:00,Promenade Annie et Régis NEYRET,Lyon,1 quai Romain Rolland 69005 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
30047371,Atelier enluminure,Atelier d’Enluminure Persane,"Atelier d’Enluminure Persane  
Présentation & Démonstration  
Animé par : Manijeh Jabbarzadeh  
Artiste spécialisée dans l’art de l’enluminure (tazhib) et la miniature persane.

🌿 Au programme :  
✨ Découverte de l’histoire et des symboles de l’enluminure persane.  
✨ Présentation des matériaux et des techniques traditionnelles.  
✨ Démonstration en direct : motifs, couleurs et feuille d’or.

🌸 Pourquoi participer ?  
✔ Plonger dans un art raffiné, entre tradition et modernité.  
✔ Découvrir un savoir-faire rare et délicat.  
✔ Vivre un moment de créativité et de méditation.",2026-09-18 14:30:00+02:00,2026-09-18 18:00:00+02:00,Institut Français de Civilisation Musulmane,Lyon,52 Rue Guillaume Paradin 69008 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
81896082,Balade contée au Fort de Feyzin,"Laissez-vous emporter par une balade contée au cœur du Fort de Feyzin. Guidés par une conteuse, petits et grands découvriront le site sous un autre regard, à travers des histoires mêlant imaginaire,…","Laissez-vous emporter par une balade contée au cœur du Fort de Feyzin. Guidés par une conteuse, petits et grands découvriront le site sous un autre regard, à travers des histoires mêlant imaginaire, patrimoine et poésie. Une parenthèse enchantée pour explorer le fort autrement.",2026-09-18 14:30:00+02:00,2026-09-18 15:30:00+02:00,Fort de Feyzin,Feyzin,1 allée Séré de Rivières 69320 Feyzin.,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
47466961,Visites flash de la cathédrale,Journées européennes du patrimoine,"Visites flash de 20 mn, avec un départ toutes les 10 mn sur un des thèmes en alternance :  
\- L'horloge astronomique de Saint-Jean  
\- Histoire & architecture de la cathédrale  
Départs à l'entrée de la cathédrale.",2026-09-18 14:30:00+02:00,2026-09-18 17:30:00+02:00,Cathédrale Saint-Jean-Baptiste,Lyon,"Place Saint Jean, 69005 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
75705190,Visite guidée du Vieux Lyon : suivez votre guide costumée et redécouvrez le Vieux Lyon du XVe / Renaissance (traboules et cours intérieures),"Suivez Dame Morel, issue d’une ancienne famille bourgeoise et traboulez à travers le Vieux Lyon du XVIe. Avec son architecture italienne, ses hôtels particuliers et ses cours intérieures ce quartier …","Suivez Dame Morel, issue d’une ancienne famille bourgeoise et traboulez à travers le Vieux Lyon du XVIe. Avec son architecture italienne, ses hôtels particuliers et ses cours intérieures ce quartier regorge d’histoire et d’anecdotes.  
D’ailleurs, en parlant d’anecdotes, Dame Morel en connait quelques-unes concernant Henri IV et son passage à Lyon, ses noces avec Marie de Médicis, les fêtes d'entrées royales, l’hygiène, les guerres de religions et la venue des italiens négociants à Lyon.  
Rendez-vous devant la cathédrale Saint Jean, Vieux Lyon",2026-09-18 15:00:00+02:00,2026-09-18 16:30:00+02:00,Cathédrale Saint-Jean-Baptiste,Lyon,"Place Saint Jean, 69005 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
9626270,Exposition : Instants volés de vie de quartier en photo,Instants volés de vie de quartier en photo,"**Instants volés de vie de quartier en photo**  
Cette exposition participative s’inscrit dans le cadre des Journées Européennes du Patrimoine.  
L’objectif est de sensibiliser le public et de donner à voir, ressentir et imaginer l’espace de la ville et du quartier à travers des instants de vie passés ou présents, saisis en photographie.  
La collecte des photographies est ouverte jusqu’au 4 septembre 2026.  
Appel aux lecteurs : venez enrichir notre collection !  
Partagez vos photos par mail ou déposez-les directement à l’accueil de la bibliothèque Marie-Ghislaine Chassine avant le 4 septembre 2026 :  
📧 [bmchassine@mairie-vaulxenvelin.fr](mailto:bmchassine@mairie-vaulxenvelin.fr)",2026-09-18 15:00:00+02:00,2026-09-18 19:00:00+02:00,Bibliothèque Marie-Ghislaine Chassine,Vaulx-en-Velin,Rue Joseph Blein 69120 Vaulx-en-Velin,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
48666986,Exposition : Trésor caché de Vaulx Village dans votre objectif !,Trésor caché de Vaulx Village dans votre objectif !,"**Trésor caché de Vaulx Village dans votre objectif !**  
Cette exposition participative s’inscrit dans le cadre des Journées Européennes du Patrimoine.  
L’objectif est de sensibiliser le public et de donner à voir, ressentir et imaginer l’espace de la ville et du quartier à travers des instants de vie passés ou présents, saisis en photographie.  
La collecte des photographies est ouverte jusqu’au 4 septembre 2026.  
Appel aux lecteurs : venez enrichir notre collection !  
Partagez vos photos par mail ou déposez-les directement à l’accueil de la bibliothèque Paul Éluard avant le 4 septembre 2026 :  
📧 [bmeluard@mairie-vaulxenvelin.fr](mailto:bmeluard@mairie-vaulxenvelin.fr)",2026-09-18 15:00:00+02:00,2026-09-18 19:00:00+02:00,Bibliothèque Paul Éluard,Vaulx-en-Velin,"55, rue de la République 69120 Vaulx-en-Velin",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
18799480,"Visitez une Église d'architecture byzantine du XXe siècle, fresque d’origine byzantine, icônes byzantines.","L’église de l’Annonciation à la Mère de Dieu est un bâtiment cultuel qui représente l’architecture byzantine, construite le 20e siècle. Si vous chercher les racines orthodoxes, venez découvrir notre …",Visite libre de l'église,2026-09-18 17:00:00+02:00,2026-09-18 20:00:00+02:00,Communauté hellénique de Lyon,Lyon,"45 rue père Chevrier, 69007 LYON",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
96273170,Le Centre Hospitalier de Sainte Foy-lès-Lyon à travers le temps,Le Centre Hospitalier de Sainte Foy-lès-Lyon ouvre son parc autour de son Histoire. Une rétrospective photos et une visite commentée des lieux sont organisées tout au long de ces deux jours.,Le Centre Hospitalier de Sainte Foy-lès-Lyon ouvre son parc autour de son Histoire. Une rétrospective photos et une visite commentée des lieux sont organisées tout au long de ces deux jours.,2026-09-18 17:30:00+02:00,2026-09-18 20:00:00+02:00,Centre Hospitalier de Sainte-Foy-lès-Lyon,Sainte-Foy-lès-Lyon,78 Chemin de Montray - 69110 Sainte Foy les Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
79819345,Concert au carillon de Vaise,"Des carillonneurs feront résonner les 15 cloches du carillon de ce beffroi-clocher, et le public pourra s'installer dans le jardin ombragé de la cure pour profiter confortablement du concert","Des carillonneurs feront résonner les 15 cloches du carillon de ce beffroi-clocher, et le public pourra s'installer dans le jardin ombragé de la cure pour profiter confortablement du concert",2026-09-18 18:00:00+02:00,2026-09-18 19:00:00+02:00,Jardin de la cure de Saint-Pierre-de-Vaise,Lyon,"3 bd de saint Exupéry, 69009 Lyon",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
95309145,Jazz sur les Places Lyon Festival,Concerts de jazz festif en plein air,Concerts de jazz festif en plein air,2026-09-18 18:00:00+02:00,2026-09-18 23:00:00+02:00,Jazz sur les Places Lyon Festival,Lyon,Place Benoît Crépu 69005 Lyon,Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
6562580,Panorama Gratte-Ciel,"Pour l’ouverture du festival de balades urbaines, prenez de la hauteur pour voir les Gratte-Ciel comme vous ne les avez jamais vus. A travers plusieurs points de vue, le quartier et ses paysages se à…","Pour l’ouverture du festival de balades urbaines, prenez de la hauteur pour voir les Gratte-Ciel comme vous ne les avez jamais vus. A travers plusieurs points de vue, le quartier et ses paysages se dévoilent sous vos yeux…parfois même à 360 ° !  
En partenariat avec le TNP",2026-09-18 18:00:00+02:00,2026-09-18 20:00:00+02:00,TNP - Théâtre national populaire,Villeurbanne,"8 Place Docteur Lazare Goujon, 69100 Villeurbanne, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
99531389,L'herbier de l’Université Lyon 1 : des collectes du XVIIIème siècle à l’herbier virtuel,"Cette visite entre Histoire et Science vous fera découvrir comment ces précieuses collections botaniques ont été constituées depuis le XVIII° siècle et comment elles sont conservées, étudiées par les…","Cette visite entre Histoire et Science vous fera découvrir comment ces précieuses collections botaniques ont été constituées depuis le XVIII° siècle et comment elles sont conservées, étudiées par les chercheurs du monde entier et valorisées au XXI° siècle.",2026-09-18 18:00:00+02:00,2026-09-18 19:00:00+02:00,"Herbier LY, FR BioEEnVis, UCB Lyon 1",Villeurbanne,"9 rue Raphaël Dubois, 69100 Villeurbanne",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
30199797,"[Les Mémoires Vives à la Soie] - Germinal, par les Batteurs de Pavés","Étienne Lantier, mineur au chômage, arrive sur un carreau de mine du Nord de la France. Prenant fait et cause pour les mineurs, il les pousse à la grève quand la compagnie décide de baisser les  du –…","Étienne Lantier, mineur au chômage, arrive sur un carreau de mine du Nord de la France. Prenant fait et cause pour les mineurs, il les pousse à la grève quand la compagnie décide de baisser les salaires.  
Adapté du chef d’œuvre d’Émile Zola, le spectacle Germinal des Batteurs de Pavés met en scène – en rue ! – **la lutte des classes au gré d’un spectacle interactif où les enfants vont jouer presque tous les rôles.**

*   Genre : Théâtre de rue / participatif
*   Jauge : 400 personnes
*   Public : **tout public à partir de 6 ans**
*   Durée : 40 minutes
*   Lieu : extérieur
*   Production : CCO-La Rayonne en partenariat avec la RATP DEV Lyon",2026-09-18 18:30:00+02:00,2026-09-18 19:15:00+02:00,Ateliers de la Poudrette,Villeurbanne,"41 rue de la poudrette, 69120 Vaulx en Velin",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
51642151,Visites nocturnes de la cathédrale,"Découvrez le vénérable édifice dans la pénombre, avec les commentaires d'un guide muni de sa lampe-torche... Un circuit de 30 mn sur le thème du patrimoine historique des représentations de la Vierge…","Découvrez le vénérable édifice dans la pénombre, avec les commentaires d'un guide muni de sa lampe-torche... Un circuit de 30 mn sur le thème du patrimoine historique des représentations de la Vierge Marie à travers les siècles et sur différents supports.  
Une visite exceptionnelle !  
1 départ de visite toutes les 10 mn.",2026-09-18 19:30:00+02:00,2026-09-18 22:30:00+02:00,Cathédrale Saint-Jean-Baptiste,Lyon,"Place Saint Jean, 69005 Lyon, France",Journées européennes du patrimoine 2026 - Auvergne – Rhône-Alpes
